Year,ID,Party,VCF0228,VCF0231,VCF0290,VCF0211,VCF0218,VCF0212,VCF0224,VCF0204,VCF0234,VCF0206,VCF0207,VCF0217,VCF0227,VCF0219,VCF0232,VCF0233,VCF0253,VCF0209,VCF0210,VCF0210,VCF0220,VCF0223
2012,245,Independent Democrat,70,70,55,50,70,50,40,70,50,85,85,50,60,85,70,0,85,60,70,70,50,70
2012,246,Strong Democrat,30,70,38,70,60,15,15,50,15,30,60,40,50,85,60,0,60,50,70,70,60,60
2012,247,Independent Democrat,50,60,43,70,70,50,15,50,70,99,99,99,99,85,50,99,70,15,70,70,60,70
2012,248,Independent Democrat,50,40,45,60,60,30,30,40,40,60,60,50,50,85,70,30,40,60,70,70,40,60
2012,249,Independent Democrat,60,60,60,50,70,50,50,97,60,50,50,50,50,85,70,0,60,30,85,85,30,70
2012,250,Strong Democrat,50,30,43,85,85,30,0,60,50,60,97,70,60,85,85,60,85,60,85,85,70,85
2012,251,Independent,70,60,50,50,50,60,50,50,50,50,60,50,50,97,50,50,50,60,97,97,85,85
2012,252,Strong Democrat,70,85,49,98,97,98,0,60,98,70,97,60,60,70,70,70,40,40,40,40,60,70
2012,253,Independent,60,40,50,50,50,50,50,97,50,50,50,50,50,97,97,30,97,60,60,60,50,85
2012,254,Independent Democrat,40,0,50,0,50,0,50,30,15,30,97,50,50,60,50,0,50,0,0,0,60,97
2012,255,Weak Democrat,85,85,50,85,85,30,15,60,85,97,97,97,97,85,97,15,85,0,70,70,40,70
2012,256,Weak Republican,30,40,55,50,50,50,60,50,30,50,70,40,50,70,50,0,50,60,15,15,50,60
2012,257,Strong Republican,30,30,45,40,25,70,65,60,60,70,70,70,70,60,40,20,40,60,50,50,30,50
2012,258,Weak Democrat,60,50,55,40,60,50,50,98,98,50,70,50,50,50,50,30,98,50,15,15,30,50
2012,259,Independent Republican,99,99,65,99,60,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,260,Independent Democrat,30,60,35,60,70,50,0,60,30,50,50,50,50,60,60,60,60,60,60,60,60,60
2012,261,Strong Democrat,15,85,43,85,85,0,0,70,15,97,97,97,97,85,85,70,70,40,70,70,70,70
2012,262,Strong Democrat,15,10,50,85,85,60,15,70,50,70,85,70,70,85,50,40,60,40,70,70,70,97
2012,263,Independent Republican,40,65,50,45,40,90,60,50,60,85,90,85,85,50,50,40,40,50,70,70,50,50
2012,264,Independent Republican,85,85,55,98,40,50,70,70,70,70,97,50,85,85,50,0,50,85,50,50,70,30
2012,265,Weak Democrat,50,70,69,85,97,15,40,15,50,97,40,10,70,60,15,6,85,70,85,85,70,85
2012,266,Weak Democrat,50,60,56,85,97,50,15,85,60,50,50,99,5,85,70,30,85,70,40,40,60,60
2012,267,Independent,50,50,50,60,50,40,50,70,60,50,70,70,69,70,50,39,40,30,60,60,60,60
2012,268,Weak Republican,70,40,45,15,40,50,50,60,70,70,70,70,70,70,15,70,60,70,15,15,70,85
2012,269,Weak Democrat,60,40,38,30,60,30,15,30,0,85,70,85,85,50,50,30,40,30,30,30,30,50
2012,270,Strong Democrat,40,60,50,90,70,30,30,50,10,70,70,80,50,97,50,50,50,20,70,70,70,60
2012,271,Weak Republican,50,60,65,60,60,60,70,70,60,85,97,50,70,85,85,40,60,50,70,70,40,60
2012,272,Independent Republican,15,0,30,70,30,50,30,15,50,85,85,50,50,70,30,30,15,15,70,70,50,85
2012,273,Strong Democrat,30,60,45,85,60,40,30,50,40,97,97,97,97,85,70,50,60,30,70,70,50,70
2012,274,Weak Democrat,0,40,50,60,60,50,40,50,0,85,85,85,85,70,70,85,60,70,60,60,50,70
2012,275,Strong Democrat,30,70,35,85,70,30,0,50,15,85,85,85,85,97,60,30,60,40,85,85,60,70
2012,276,Independent Democrat,0,15,43,15,70,50,15,15,15,70,70,70,70,85,0,15,15,15,80,80,70,85
2012,277,Independent Democrat,70,70,50,50,70,50,30,50,50,50,50,50,50,50,50,15,50,50,50,50,50,50
2012,278,Weak Republican,60,30,63,60,40,85,85,97,40,85,97,97,97,97,85,15,60,50,50,50,50,97
2012,279,Strong Democrat,60,70,65,70,70,85,60,85,60,40,50,50,50,85,60,30,70,60,97,97,60,85
2012,280,Strong Republican,50,40,63,40,40,70,85,50,70,50,70,40,50,60,60,30,60,50,0,0,50,60
2012,281,Weak Democrat,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,282,Weak Republican,50,40,55,50,50,50,60,60,50,70,70,60,50,97,50,0,40,50,85,85,40,85
2012,283,Weak Republican,40,60,65,60,60,50,70,85,40,50,50,50,50,85,50,40,60,40,60,60,50,60
2012,284,Strong Republican,60,70,65,60,60,60,70,70,85,85,97,85,97,85,50,15,60,85,70,70,97,97
2012,285,Independent Democrat,99,99,55,99,60,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,286,Strong Democrat,70,60,60,60,70,60,50,85,60,70,70,40,70,60,70,30,70,40,60,60,50,70
2012,287,Independent Democrat,99,99,70,99,70,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,288,Weak Republican,50,40,50,50,50,60,50,70,50,50,60,50,50,85,50,40,50,40,50,50,50,60
2012,289,Strong Republican,15,30,38,30,15,60,60,97,30,97,97,97,97,97,60,15,40,30,15,15,40,70
2012,290,Independent,30,40,45,50,60,50,30,50,50,99,50,50,50,50,50,50,50,40,15,15,50,70
2012,291,Strong Republican,15,15,43,15,15,70,70,85,50,40,85,40,50,97,50,30,40,40,15,15,30,70
2012,292,Independent,30,40,30,50,30,50,30,50,40,50,89,89,50,50,40,0,50,50,40,40,40,40
2012,293,No Party,50,50,50,50,50,50,50,50,50,60,70,50,50,85,50,0,50,50,70,70,70,70
2012,294,Independent Republican,30,15,55,40,40,40,70,50,40,50,50,50,50,85,70,40,50,50,40,40,50,85
2012,295,Strong Democrat,60,85,49,97,97,70,0,50,50,97,97,97,97,97,85,60,85,40,60,60,50,97
2012,296,Independent Democrat,40,40,65,50,70,50,60,50,50,70,70,70,70,60,50,70,60,40,50,50,98,85
2012,297,Weak Democrat,60,70,50,60,85,50,15,70,50,50,97,50,50,70,50,50,60,85,60,60,60,60
2012,298,Strong Democrat,40,85,60,50,70,50,50,70,70,85,50,50,50,85,50,15,50,70,50,50,30,85
2012,299,Independent Democrat,60,60,55,60,60,50,50,50,50,70,70,70,70,60,0,0,0,40,40,40,40,60
2012,300,Independent Republican,60,50,50,60,40,60,60,60,40,50,50,50,50,97,50,60,60,60,40,40,0,50
2012,301,Weak Democrat,70,60,73,70,85,99,60,50,0,70,70,85,50,85,85,70,70,70,50,50,70,70
2012,302,Weak Democrat,60,98,50,15,50,60,50,97,98,50,40,70,50,60,60,15,30,60,98,98,50,97
2012,303,Strong Republican,80,60,50,40,15,85,85,60,70,40,60,70,30,60,30,30,40,85,40,40,40,60
2012,304,Independent Republican,60,60,70,50,70,50,70,70,70,85,85,85,85,85,50,0,70,15,50,50,40,97
2012,305,Strong Democrat,60,60,50,98,85,97,15,97,98,85,85,95,75,97,90,75,90,40,70,70,40,90
2012,306,Independent Democrat,99,99,73,99,85,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,307,Independent Republican,0,0,60,0,50,50,70,85,50,60,50,60,50,70,30,85,15,0,50,50,0,70
2012,308,Strong Democrat,85,97,56,40,97,60,15,97,70,60,97,97,40,97,97,60,70,60,97,97,85,97
2012,309,Weak Democrat,50,60,8,70,15,50,0,60,85,97,97,97,97,70,85,50,97,0,97,97,70,50
2012,310,Strong Democrat,85,85,68,60,85,85,50,97,85,97,97,97,97,97,70,85,70,85,85,85,85,85
2012,311,Strong Democrat,30,30,63,85,85,60,40,85,50,70,30,70,60,85,30,15,70,85,85,85,0,0
2012,312,Independent,50,40,60,15,60,50,60,50,0,97,97,97,97,50,50,97,70,70,50,50,30,85
2012,313,Strong Democrat,85,85,49,50,97,50,0,85,85,97,97,97,97,97,97,85,85,50,97,97,97,97
2012,314,Strong Democrat,50,97,49,0,97,0,0,97,0,50,97,0,50,50,0,90,0,50,50,50,97,97
2012,315,Independent Democrat,0,0,55,60,70,70,40,97,60,70,50,60,40,97,60,40,97,0,40,40,60,97
2012,316,No Party,50,50,998,50,98,40,50,50,30,60,60,60,60,50,98,40,50,40,40,40,98,40
2012,317,Strong Democrat,99,99,70,99,75,99,65,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,318,Weak Democrat,4,4,65,4,70,5,60,5,5,85,40,97,60,4,2,70,5,2,5,5,5,3
2012,319,Weak Republican,60,50,49,50,0,60,97,50,50,50,50,50,50,70,70,30,0,70,40,40,60,70
2012,320,Weak Republican,70,60,84,60,70,60,97,97,0,50,50,50,50,70,50,30,60,40,60,60,60,70
2012,321,Weak Republican,50,30,84,50,70,50,97,50,50,50,85,50,50,50,50,50,50,70,50,50,50,50
2012,322,Independent,50,0,50,99,50,60,50,0,50,60,97,30,15,97,0,30,99,40,50,50,70,97
2012,323,Strong Democrat,70,70,73,70,85,70,60,85,85,97,97,85,85,85,70,70,70,85,70,70,70,85
2012,324,Weak Democrat,30,40,45,60,40,40,50,60,40,70,80,60,70,70,60,40,40,60,40,40,40,50
2012,325,Independent Republican,60,50,65,50,60,50,70,50,50,60,60,60,60,70,50,50,50,60,50,50,50,70
2012,326,Independent,40,40,60,40,60,60,60,98,50,70,60,60,60,60,0,0,99,40,40,40,60,70
2012,327,Independent,0,0,50,50,50,50,50,97,85,40,60,43,50,97,0,40,30,15,98,98,85,97
2012,328,Independent Democrat,60,60,65,85,70,70,60,70,85,70,85,70,85,97,0,0,70,85,40,40,60,97
2012,329,Strong Republican,50,50,50,30,50,60,50,85,60,50,85,50,85,85,50,50,50,50,40,40,85,85
2012,330,Weak Democrat,40,30,50,50,60,50,40,50,50,50,50,50,50,50,50,30,50,30,50,50,50,50
2012,331,Independent Democrat,60,40,50,50,60,50,40,50,60,60,60,97,60,50,50,30,60,40,50,50,60,60
2012,332,Strong Democrat,40,60,45,60,60,40,30,30,15,50,50,50,50,60,50,50,50,30,60,60,59,50
2012,333,Independent Democrat,15,30,43,70,60,50,25,60,0,60,70,70,70,85,50,40,50,30,50,50,40,70
2012,334,Weak Democrat,40,40,55,70,70,40,40,70,50,40,85,40,50,85,50,30,50,40,70,70,40,40
2012,335,Independent Democrat,30,40,60,60,60,60,60,85,70,40,50,30,70,70,70,15,85,60,60,60,40,70
2012,336,Independent Republican,40,40,50,60,50,60,50,85,30,85,85,85,85,85,40,15,30,40,60,60,40,60
2012,337,Strong Democrat,50,90,45,90,80,40,10,90,4,90,90,90,90,90,90,90,90,40,90,90,90,97
2012,338,Independent Democrat,40,30,50,50,60,60,40,50,30,50,50,50,50,50,50,50,70,0,70,70,50,60
2012,339,Independent Democrat,30,50,45,60,60,40,30,50,40,50,50,50,50,50,50,40,60,50,50,50,50,50
2012,340,Weak Democrat,40,60,45,60,60,50,30,60,25,50,60,50,60,75,50,50,50,60,60,60,50,60
2012,341,Independent Republican,30,0,55,60,40,70,70,97,50,70,70,70,70,70,50,0,60,70,70,70,50,50
2012,342,Independent Democrat,50,50,43,50,85,50,0,50,50,50,50,50,50,50,50,50,50,50,97,97,50,50
2012,343,Strong Republican,40,0,50,30,15,85,85,70,60,50,50,50,50,97,50,50,30,60,0,0,40,70
2012,344,Strong Democrat,60,40,49,60,97,40,0,70,99,60,97,60,40,97,70,90,85,30,85,85,40,70
2012,345,Independent,40,70,65,85,70,70,60,97,70,50,70,70,40,85,30,85,60,85,97,97,50,85
2012,346,Weak Democrat,70,40,58,50,85,50,30,40,70,50,60,40,50,70,50,0,50,70,40,40,70,50
2012,347,Independent Republican,30,30,45,40,30,60,60,97,50,60,60,60,60,70,70,40,30,70,40,40,40,85
2012,348,Independent Democrat,30,30,50,50,50,50,50,50,15,50,97,15,70,97,30,0,70,15,85,85,50,85
2012,349,Strong Democrat,85,70,50,85,85,40,15,85,85,97,97,97,97,85,85,85,70,60,85,85,85,85
2012,350,Independent Democrat,15,85,97,0,97,50,97,15,70,85,85,60,30,15,0,97,40,97,30,30,70,97
2012,351,Weak Democrat,50,40,50,60,60,40,40,50,50,85,85,70,85,50,85,15,50,30,40,40,50,50
2012,352,Weak Democrat,70,85,68,70,85,50,50,97,85,97,97,97,97,97,60,50,50,60,60,60,70,97
2012,353,Independent Democrat,30,30,35,50,40,40,30,70,70,50,50,50,50,97,50,15,40,40,60,60,40,40
2012,354,Independent Republican,40,30,50,50,50,50,50,60,50,50,50,50,50,60,15,40,40,60,60,60,60,97
2012,355,Strong Republican,60,40,35,70,0,97,70,85,85,85,85,40,60,97,70,15,60,40,30,30,40,97
2012,356,Independent Democrat,30,30,0,50,0,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2012,357,Strong Democrat,70,70,84,50,97,50,70,85,85,99,60,50,80,70,70,60,30,70,70,70,97,60
2012,358,Independent Democrat,99,99,60,99,70,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,359,Weak Democrat,44,60,50,50,70,50,30,50,50,97,63,65,70,40,50,45,50,40,50,50,40,70
2012,360,Strong Democrat,50,85,43,40,85,40,0,40,0,97,15,0,0,50,50,0,60,50,50,50,52,60
2012,361,Independent Democrat,98,0,35,99,70,30,0,0,99,85,50,15,70,0,0,50,99,15,40,40,50,50
2012,362,Strong Democrat,50,0,49,50,97,0,0,98,97,10,5,1,5,97,97,5,50,0,97,97,50,97
2012,363,Strong Democrat,60,70,43,60,85,0,0,60,98,97,0,97,97,70,70,97,85,60,97,97,70,97
2012,364,Strong Democrat,60,60,49,50,97,50,0,60,98,97,50,97,70,97,40,50,60,50,85,85,40,70
2012,365,Strong Republican,50,15,55,40,50,60,60,50,0,50,50,50,50,50,97,50,50,50,50,50,50,97
2012,366,Independent Democrat,15,30,63,60,85,70,40,40,60,60,85,70,85,70,15,50,50,60,60,60,40,60
2012,367,Weak Republican,70,40,63,30,40,85,85,60,98,50,85,50,50,85,15,30,85,60,30,30,15,97
2012,368,Weak Democrat,50,60,60,50,70,70,50,50,50,70,85,50,50,85,60,30,0,70,70,70,70,85
2012,369,Independent Democrat,60,15,40,40,40,70,40,85,98,65,97,60,15,60,15,0,85,85,60,60,85,97
2012,370,Strong Democrat,60,70,45,70,80,70,10,70,50,50,75,50,40,85,97,50,70,50,70,70,60,85
2012,371,Weak Republican,60,40,73,40,60,85,85,70,85,70,70,70,70,85,15,15,40,70,40,40,60,70
2012,372,Independent Republican,50,30,35,50,30,40,40,40,60,30,97,30,30,70,0,15,50,40,60,60,60,60
2012,373,Strong Republican,50,60,43,0,0,97,85,97,85,70,97,70,70,97,15,0,50,97,40,40,15,60
2012,374,Strong Republican,30,15,35,0,0,97,70,50,85,30,85,40,70,85,0,0,15,70,15,15,15,70
2012,375,Strong Republican,30,15,65,15,60,85,70,85,85,85,85,85,75,85,50,85,50,50,40,40,40,85
2012,376,Independent Democrat,0,15,25,75,50,20,0,60,0,97,97,85,97,97,85,0,70,50,65,65,40,70
2012,377,Independent,15,30,33,60,50,0,15,60,30,50,50,50,70,60,50,30,60,30,15,15,60,60
2012,378,Strong Democrat,30,60,50,70,85,30,15,70,0,85,50,85,85,85,50,60,70,50,70,70,50,60
2012,379,Strong Democrat,97,85,49,70,97,70,0,97,0,97,85,97,97,97,97,70,97,60,85,85,85,97
2012,380,Strong Democrat,40,60,50,70,70,15,30,40,15,85,70,85,85,70,85,60,97,30,70,70,60,50
2012,381,Weak Democrat,50,40,45,60,60,40,30,60,40,60,70,60,70,70,60,40,50,40,40,40,50,70
2012,382,Weak Democrat,50,60,70,70,70,60,70,80,80,70,97,97,70,80,80,70,50,30,80,80,80,80
2012,383,Independent,50,60,998,40,99,40,98,50,70,15,70,30,30,40,15,15,40,50,85,85,40,60
2012,384,Strong Republican,97,97,84,40,70,60,97,40,85,70,70,70,15,60,60,60,50,60,85,85,60,97
2012,385,Independent,60,98,50,50,50,50,50,50,50,97,97,85,70,50,50,30,0,50,50,50,50,50
2012,386,Independent,40,40,30,0,30,85,30,97,97,50,85,50,40,85,70,30,50,85,30,30,60,85
2012,387,Strong Republican,40,40,50,40,30,70,70,40,60,40,70,60,40,85,60,30,40,60,40,40,60,85
2012,388,Strong Democrat,40,40,43,97,85,15,0,85,30,70,97,97,97,85,97,70,97,50,50,50,70,85
2012,389,Independent Republican,30,40,50,0,30,97,70,50,97,97,97,97,97,97,0,97,0,85,15,15,40,85
2012,390,Independent,30,15,50,30,50,60,50,70,60,70,85,85,70,40,40,30,85,30,60,60,60,85
2012,391,Weak Republican,40,30,50,30,40,40,60,60,30,70,70,40,60,85,50,30,30,50,15,15,40,50
2012,392,Weak Republican,50,50,78,50,70,70,85,50,50,50,97,30,30,60,50,0,50,50,50,50,0,70
2012,393,Strong Republican,30,30,63,30,40,97,85,97,50,40,85,40,50,97,50,30,30,85,30,30,50,50
2012,394,Independent,0,60,0,0,0,98,0,97,85,50,50,50,50,60,40,0,70,60,97,97,60,97
2012,395,Strong Republican,50,60,50,40,40,70,60,90,50,60,85,40,60,75,30,30,50,40,60,60,50,60
2012,396,Weak Republican,85,60,75,85,75,15,75,85,40,60,97,60,50,75,15,30,50,40,50,50,30,70
2012,397,Strong Democrat,0,60,49,70,97,25,0,97,50,97,97,50,50,97,60,50,97,25,25,25,50,97
2012,398,Independent,50,30,40,99,40,99,40,99,99,97,97,97,97,20,0,15,99,50,99,99,70,60
2012,399,Weak Democrat,60,50,49,50,97,0,0,70,50,70,97,60,40,50,97,40,50,50,50,50,0,75
2012,400,Strong Democrat,70,70,74,85,97,70,50,97,50,85,97,97,97,85,85,97,15,85,50,50,85,97
2012,401,Strong Democrat,15,30,43,75,85,15,0,40,15,97,97,97,97,98,70,70,80,15,65,65,70,70
2012,402,Strong Republican,60,50,43,50,15,60,70,50,70,50,50,50,50,70,15,15,60,50,70,70,10,20
2012,403,Weak Democrat,35,15,55,60,70,70,40,30,40,60,90,60,65,85,50,30,60,50,85,85,60,70
2012,404,Strong Republican,40,15,79,10,60,97,97,97,98,40,70,40,60,90,0,0,50,75,50,50,20,98
2012,405,Strong Democrat,60,70,74,85,97,70,50,97,98,99,99,99,99,97,98,99,98,97,98,98,70,70
2012,406,Weak Democrat,25,70,50,60,70,30,30,85,15,50,85,50,50,85,50,40,50,40,51,51,70,98
2012,407,Independent Democrat,40,40,48,40,45,60,50,50,40,50,70,50,50,70,50,30,50,50,50,50,40,70
2012,408,Independent Republican,40,30,58,30,30,85,85,50,50,50,50,15,50,70,50,15,50,70,15,15,50,50
2012,409,Independent,40,40,50,50,50,50,50,50,40,50,50,50,50,60,50,50,50,30,30,30,50,60
2012,410,Weak Democrat,50,50,43,85,85,30,0,85,50,85,85,85,85,85,97,30,97,50,97,97,70,85
2012,411,Independent,50,50,50,85,50,70,50,85,70,50,50,50,50,97,85,0,50,40,70,70,50,97
2012,412,Independent Republican,40,15,45,40,40,40,50,60,50,50,70,50,50,70,40,50,50,85,97,97,60,70
2012,413,Independent Democrat,50,60,50,70,60,60,40,50,30,50,50,50,50,85,50,40,85,40,40,40,50,70
2012,414,Strong Democrat,50,85,78,50,70,40,85,50,97,50,50,50,50,85,70,15,70,70,50,50,97,97
2012,415,Independent Republican,40,60,45,50,40,70,50,50,85,50,50,50,50,85,50,40,50,60,60,60,40,70
2012,416,Independent Republican,15,30,43,15,15,85,70,85,70,85,85,85,40,97,0,0,0,60,15,15,60,97
2012,417,Independent Democrat,40,15,40,50,30,70,50,60,85,70,85,30,50,85,0,15,60,70,0,0,40,85
2012,418,Strong Democrat,99,99,35,99,70,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,419,Independent Democrat,70,85,55,50,50,50,60,70,60,60,70,30,70,60,50,15,70,85,85,85,60,50
2012,420,Independent Republican,30,30,38,50,15,60,60,50,50,99,70,50,50,70,30,30,50,60,85,85,70,85
2012,421,Independent Republican,50,0,40,50,30,70,50,97,60,50,50,30,50,50,50,0,70,70,30,30,60,85
2012,422,Weak Democrat,70,85,56,50,97,50,15,50,50,85,85,85,85,50,0,85,50,85,50,50,50,50
2012,423,Independent,50,50,55,50,70,50,40,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50
2012,424,Weak Democrat,50,45,49,85,97,0,0,40,0,85,97,85,85,50,0,0,0,0,50,50,75,97
2012,425,Strong Republican,70,50,48,0,15,78,80,70,50,50,70,30,50,70,30,0,20,80,50,50,20,50
2012,426,Strong Republican,40,50,49,50,0,50,97,50,50,50,50,50,50,85,0,0,50,50,97,97,50,97
2012,427,Independent Republican,40,40,50,40,50,50,50,60,85,60,60,60,60,70,40,15,60,60,40,40,60,60
2012,428,Weak Democrat,60,85,35,40,70,40,0,30,85,85,97,60,97,85,0,0,50,60,70,70,50,85
2012,429,Independent Democrat,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,430,Independent,40,50,65,50,65,60,65,50,50,50,50,50,50,85,50,30,50,50,50,50,50,50
2012,431,Independent,40,40,50,60,50,50,50,85,70,70,70,50,50,50,97,30,30,50,85,85,50,85
2012,432,Strong Republican,0,0,35,30,10,70,60,0,0,70,70,70,70,97,0,70,50,97,0,0,40,97
2012,433,Independent,98,50,998,50,98,98,98,50,50,60,70,40,50,97,50,0,50,50,50,50,50,50
2012,434,Independent,60,60,60,60,60,60,60,60,60,70,70,70,70,60,50,70,60,60,60,60,85,85
2012,435,Independent Democrat,0,5,50,35,50,45,50,50,70,50,70,70,40,97,25,20,30,75,50,50,20,50
2012,436,Weak Republican,50,50,40,50,40,50,40,50,50,40,50,50,50,50,70,0,50,50,50,50,50,50
2012,437,Strong Republican,99,99,35,99,0,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,438,Strong Democrat,60,40,63,70,85,60,40,97,85,50,85,85,40,97,50,50,50,70,70,70,85,97
2012,439,Weak Democrat,0,15,58,50,85,70,30,60,50,0,50,97,85,85,0,50,50,40,0,0,0,85
2012,440,Strong Democrat,60,0,78,50,85,70,70,70,60,50,60,50,40,70,0,0,15,40,85,85,0,97
2012,441,Strong Democrat,60,60,79,85,97,60,60,97,97,97,97,97,97,97,97,97,85,60,85,85,97,97
2012,442,Independent,50,50,45,50,40,97,50,97,50,70,97,97,97,50,50,70,70,70,50,50,50,50
2012,443,Strong Democrat,70,70,49,50,97,70,0,97,70,5,5,5,5,70,70,5,70,30,50,50,70,70
2012,444,Strong Republican,15,15,43,60,0,85,85,70,70,70,85,60,0,70,50,15,70,40,0,0,0,97
2012,445,Independent Democrat,70,85,60,85,60,85,60,85,70,85,85,85,85,85,85,50,85,70,70,70,85,85
2012,446,Independent Democrat,15,60,65,70,70,40,60,50,50,70,70,70,70,85,70,50,85,60,50,50,70,70
2012,447,Independent,70,70,998,50,98,70,98,50,50,97,97,97,97,97,50,30,70,50,70,70,50,50
2012,448,Weak Republican,50,70,50,60,50,50,50,70,50,5,5,5,5,70,50,0,50,50,50,50,50,50
2012,449,Independent Republican,40,30,50,60,40,60,60,70,50,50,50,50,50,60,60,50,60,60,50,50,60,60
2012,450,Weak Republican,40,40,50,40,30,60,70,60,50,50,60,50,60,70,50,40,50,50,40,40,50,50
2012,451,Independent,99,99,50,99,50,99,50,50,99,50,50,50,50,50,50,0,50,50,99,99,40,50
2012,452,Strong Democrat,85,85,49,60,97,15,0,50,15,70,70,70,70,60,50,60,60,50,60,60,60,60
2012,453,Independent Democrat,15,50,45,50,60,50,30,50,40,50,50,50,50,85,50,40,40,40,60,60,40,70
2012,454,Weak Republican,60,55,43,45,0,75,85,50,97,50,50,40,60,75,3,0,25,60,55,55,50,75
2012,455,Strong Democrat,50,50,68,50,85,50,50,50,50,6,97,5,5,50,25,40,50,75,97,97,25,75
2012,456,Independent Democrat,50,50,35,50,70,50,0,50,50,97,97,97,85,85,85,85,50,50,50,50,85,85
2012,457,Weak Democrat,50,50,45,50,30,50,60,50,97,50,50,50,50,97,75,30,0,50,50,50,75,97
2012,458,Independent Democrat,70,60,55,50,60,50,50,60,40,50,50,50,50,80,50,30,50,60,40,40,40,50
2012,459,Strong Republican,30,0,43,0,0,97,85,70,97,30,85,50,40,85,15,30,0,85,15,15,15,70
2012,460,Weak Republican,60,40,60,30,60,85,60,50,70,70,85,50,60,97,50,0,0,60,0,0,15,60
2012,461,Weak Republican,10,0,50,0,40,0,60,40,40,50,50,50,50,85,85,40,50,50,0,0,35,50
2012,462,Strong Republican,25,35,50,25,15,85,85,75,50,60,70,60,60,85,30,60,30,75,30,30,25,75
2012,463,Independent Republican,30,0,58,40,30,85,85,70,50,85,70,70,60,85,50,30,50,30,50,50,0,85
2012,464,Weak Republican,60,40,55,60,50,60,60,85,50,85,85,30,70,97,97,15,50,70,60,60,40,85
2012,465,Strong Democrat,99,99,50,99,85,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,466,Weak Republican,40,30,43,30,15,70,70,60,50,50,50,50,50,70,50,40,50,70,0,0,50,60
2012,467,Weak Republican,60,70,55,50,50,60,60,70,85,15,97,15,60,97,60,0,60,70,15,15,0,15
2012,468,Weak Democrat,50,40,50,85,85,30,15,70,40,97,70,97,97,97,97,70,85,30,60,60,70,97
2012,469,Weak Democrat,50,20,58,90,85,3,30,10,20,5,5,5,6,90,97,3,10,30,50,50,78,79
2012,470,Independent Democrat,40,60,55,85,70,40,40,85,30,85,85,85,85,85,97,60,85,40,70,70,70,85
2012,471,Weak Democrat,98,98,63,98,85,98,40,98,98,70,97,70,85,85,50,50,98,98,60,60,98,98
2012,472,Independent Democrat,50,70,50,50,70,50,30,70,70,50,70,97,85,85,50,85,70,30,60,60,30,70
2012,473,Strong Republican,60,60,68,15,50,97,85,70,97,97,97,97,97,97,15,0,50,60,50,50,60,97
2012,474,Strong Republican,70,15,58,0,30,85,85,50,30,70,97,70,70,97,50,0,40,15,85,85,40,70
2012,475,Weak Republican,70,40,55,50,50,40,60,85,50,50,50,50,50,85,50,50,40,40,50,50,40,70
2012,476,Weak Democrat,85,85,70,97,70,97,70,97,97,85,85,85,85,97,50,30,85,97,85,85,70,97
2012,477,Strong Democrat,50,70,49,99,97,99,0,85,50,50,97,50,50,50,60,40,99,99,50,50,50,50
2012,478,Weak Democrat,50,50,50,50,50,50,50,50,40,70,85,70,70,85,85,30,50,40,40,40,40,70
2012,479,Independent Republican,50,40,998,50,98,60,98,50,50,50,50,50,50,85,97,0,40,60,60,60,30,60
2012,480,Weak Republican,40,0,45,70,40,70,50,85,40,30,85,15,30,85,15,15,60,60,15,15,30,60
2012,481,Independent Democrat,85,0,50,40,50,60,50,20,50,50,30,15,50,70,0,50,50,70,0,0,50,85
2012,482,Strong Democrat,45,50,83,75,95,45,70,97,15,85,85,85,85,75,70,0,70,35,80,80,50,60
2012,483,Weak Democrat,50,50,63,50,85,40,40,50,50,50,50,50,50,75,50,40,50,50,50,50,50,50
2012,484,Strong Republican,0,50,85,85,85,85,85,50,50,70,85,70,70,97,0,0,85,50,85,85,97,97
2012,485,Independent Democrat,50,50,50,60,50,50,50,85,85,85,85,85,85,85,70,85,70,85,60,60,60,85
2012,486,Independent Democrat,30,70,55,70,70,40,40,50,60,85,85,85,85,85,85,50,60,50,70,70,70,85
2012,487,Weak Democrat,50,70,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2012,488,Strong Democrat,40,40,43,60,70,40,15,40,30,60,60,60,60,60,50,40,50,15,50,50,50,50
2012,489,Independent Democrat,30,30,55,75,75,35,35,15,10,50,50,50,50,70,97,40,50,65,75,75,45,70
2012,490,Weak Democrat,99,99,63,99,85,99,40,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
